"co_seq_territorio","sg_uf","co_municipio_ibge","co_macrorregional","no_macrorregional","co_cir","no_cir_padrao","no_municipio","co_regiao_brasil","co_uf_ibge","no_regiao_brasil","tp_territorio","nu_altitude","nu_latitude","nu_longitude","vl_area_km2","vl_idhm"
3933,RR,140010,1401,MACRO-RORAIMA,14001,CENTRO NORTE,BOA VISTA,1,14,NORTE,municipio,85,2.823842,-60.675328,5687.0400390625,0.752
5009,SP,351720,3518,RRAS9,35065,LINS,GUAICARA,3,35,SUDESTE,municipio,461,-21.619537,-49.801287,277.3800048828125,0.739
3910,RO,110080,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORE,CANDEIAS DO JAMARI,1,11,NORTE,municipio,0,-8.790696,-63.700502,6843.8701171875,0.649
3911,RO,110090,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,CASTANHEIRAS,1,11,NORTE,municipio,190,-11.425304,-61.948228,892.8400268554688,0.658
3912,RO,110092,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,CHUPINGUAIA,1,11,NORTE,municipio,360,-12.561115,-60.887694,5126.72021484375,0.652
3913,RO,110094,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,CUJUBIM,1,11,NORTE,municipio,95,-9.360655,-62.584579,3863.93994140625,0.612
3914,RO,110100,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,GOVERNADOR JORGE TEIXEIRA,1,11,NORTE,municipio,190,-10.610031,-62.737071,5067.3798828125,0.596
3915,RO,110110,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORE,ITAPUA DO OESTE,1,11,NORTE,municipio,0,-9.196871,-63.180878,4081.580078125,0.614
3916,RO,110120,1101,MACRORREGIONAL II (CACOAL),11002,CAFE,MINISTRO ANDREAZZA,1,11,NORTE,municipio,400,-11.19596,-61.517437,798.0800170898438,0.638
3917,RO,110130,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,MIRANTE DA SERRA,1,11,NORTE,municipio,230,-11.028967,-62.669593,1191.8800048828125,0.643
3918,RO,110140,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,MONTE NEGRO,1,11,NORTE,municipio,0,-10.245823,-63.289988,1931.3800048828125,0.607
3919,RO,110143,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,NOVA UNIAO,1,11,NORTE,municipio,250,-10.90681,-62.556368,807.1300048828125,0.587
3920,RO,110145,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,PARECIS,1,11,NORTE,municipio,355,-12.175416,-61.603225,2548.679931640625,0.617
3921,RO,110146,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,PIMENTEIRAS DO OESTE,1,11,NORTE,municipio,185,-13.482271,-61.047052,6014.72998046875,0.665
3922,RO,110147,1101,MACRORREGIONAL II (CACOAL),11002,CAFE,PRIMAVERA DE RONDONIA,1,11,NORTE,municipio,210,-11.829456,-61.315336,605.6900024414062,0.641
3923,RO,110148,1101,MACRORREGIONAL II (CACOAL),11002,CAFE,SAO FELIPE D'OESTE,1,11,NORTE,municipio,290,-11.902258,-61.502623,541.6500244140625,0.649
3924,RO,110149,1101,MACRORREGIONAL II (CACOAL),11007,VALE DO GUAPORE,SAO FRANCISCO DO GUAPORE,1,11,NORTE,municipio,185,-12.051977,-63.567968,10959.76953125,0.611
3925,RO,110150,1101,MACRORREGIONAL II (CACOAL),11007,VALE DO GUAPORE,SERINGUEIRAS,1,11,NORTE,municipio,0,-11.805454,-63.018234,3773.510009765625,0.598
3926,RO,110155,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,TEIXEIROPOLIS,1,11,NORTE,municipio,260,-10.905601,-62.241993,459.9800109863281,0.643
3927,RO,110160,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,THEOBROMA,1,11,NORTE,municipio,205,-10.24834,-62.353796,2197.409912109375,0.589
2481,PA,150250,1512,MACRORREGIONAL I,15013,MARAJO I,CHAVES,1,15,NORTE,municipio,6,-0.164154,-49.987006,13084.9599609375,0.453
3928,RO,110170,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,URUPA,1,11,NORTE,municipio,200,-11.126123,-62.363895,831.8599853515625,0.609
3929,RO,110175,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,VALE DO ANARI,1,11,NORTE,municipio,140,-9.862155,-62.187649,3135.2099609375,0.584
3930,RO,110180,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,VALE DO PARAISO,1,11,NORTE,municipio,204,-10.446543,-62.135182,965.6799926757812,0.627
28,AC,120001,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,ACRELANDIA,1,12,NORTE,municipio,25,-9.825808,-66.897166,1807.9300537109375,0.604
29,AC,120005,1201,MACRO UNICA - AC,12001,ALTO ACRE,ASSIS BRASIL,1,12,NORTE,municipio,239,-10.929765,-69.573794,4974.18017578125,0.588
30,AC,120010,1201,MACRO UNICA - AC,12001,ALTO ACRE,BRASILEIA,1,12,NORTE,municipio,172,-10.994994,-68.749696,3916.5,0.614
31,AC,120013,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,BUJARI,1,12,NORTE,municipio,50,-9.815277,-67.955029,3034.8701171875,0.589
32,AC,120017,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,CAPIXABA,1,12,NORTE,municipio,40,-10.566031,-67.686006,1702.5799560546875,0.575
33,AC,120020,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,CRUZEIRO DO SUL,1,12,NORTE,municipio,182,-7.627625,-72.675582,8779.41015625,0.664
34,AC,120025,1201,MACRO UNICA - AC,12001,ALTO ACRE,EPITACIOLANDIA,1,12,NORTE,municipio,0,-11.018771,-68.734109,1654.77001953125,0.653
35,AC,120030,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,FEIJO,1,12,NORTE,municipio,153,-8.170536,-70.350973,27975.400390625,0.539
36,AC,120032,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,JORDAO,1,12,NORTE,municipio,278,-9.430912,-71.897391,5357.27978515625,0.469
37,AC,120033,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,MANCIO LIMA,1,12,NORTE,municipio,195,-7.616575,-72.899708,5453.06982421875,0.625
39,AC,120035,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,MARECHAL THAUMATURGO,1,12,NORTE,municipio,190,-8.938983,-72.799704,8191.68994140625,0.501
40,AC,120038,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,PLACIDO DE CASTRO,1,12,NORTE,municipio,136,-10.28064,-67.137133,1943.25,0.622
41,AC,120039,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,PORTO WALTER,1,12,NORTE,municipio,195,-8.263233,-72.753747,6443.830078125,0.532
42,AC,120040,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,RIO BRANCO,1,12,NORTE,municipio,153,-9.97499,-67.824348,8835.5400390625,0.727
43,AC,120042,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,RODRIGUES ALVES,1,12,NORTE,municipio,0,-7.738638,-72.661015,3076.949951171875,0.567
44,AC,120043,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,SANTA ROSA DO PURUS,1,12,NORTE,municipio,25,-9.446515,-70.49025,6145.60986328125,0.517
45,AC,120045,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,SENADOR GUIOMARD,1,12,NORTE,municipio,201,-10.149686,-67.736185,2321.449951171875,0.640
46,AC,120050,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,SENA MADUREIRA,1,12,NORTE,municipio,150,-9.063499,-68.671278,23752.869140625,0.603
47,AC,120060,1201,MACRO UNICA - AC,12003,JURUA E TARAUACA/ENVIRA,TARAUACA,1,12,NORTE,municipio,168,-8.156975,-70.772154,20171.05078125,0.539
48,AC,120070,1201,MACRO UNICA - AC,12001,ALTO ACRE,XAPURI,1,12,NORTE,municipio,150,-10.651598,-68.496857,5347.4501953125,0.599
49,AC,120080,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,PORTO ACRE,1,12,NORTE,municipio,145,-9.581378,-67.547815,2604.860107421875,0.576
153,AM,130006,1302,OESTE,13009,ALTO SOLIMOES,AMATURA,1,13,NORTE,municipio,58,-3.374547,-68.200456,4758.740234375,0.560
154,AM,130008,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,ANAMA,1,13,NORTE,municipio,28,-3.566966,-61.396337,2453.93994140625,0.594
155,AM,130010,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,ANORI,1,13,NORTE,municipio,120,-3.746027,-61.657485,5795.31005859375,0.561
156,AM,130014,1303,LESTE,13003,RIO MADEIRA,APUI,1,13,NORTE,municipio,135,-7.194091,-59.895956,54231.0,0.637
157,AM,130020,1302,OESTE,13009,ALTO SOLIMOES,ATALAIA DO NORTE,1,13,NORTE,municipio,65,-4.370551,-70.1967,76351.7890625,0.450
158,AM,130030,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",AUTAZES,1,13,NORTE,municipio,36,-3.585743,-59.125589,7599.35986328125,0.577
159,AM,130040,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",BARCELOS,1,13,NORTE,municipio,47,-0.983373,-62.931053,122475.0703125,0.500
160,AM,130050,1303,LESTE,13005,BAIXO AMAZONAS,BARREIRINHA,1,13,NORTE,municipio,19,-2.798863,-57.067897,5750.56005859375,0.574
213,AM,130440,1303,LESTE,13004,MEDIO AMAZONAS,URUCURITUBA,1,13,NORTE,municipio,40,-3.128412,-58.149637,2906.699951171875,0.588
161,AM,130060,1302,OESTE,13009,ALTO SOLIMOES,BENJAMIN CONSTANT,1,13,NORTE,municipio,65,-4.37768,-70.034157,8793.419921875,0.574
162,AM,130063,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,BERURI,1,13,NORTE,municipio,35,-3.898736,-61.36162,17250.720703125,0.506
163,AM,130068,1303,LESTE,13005,BAIXO AMAZONAS,BOA VISTA DO RAMOS,1,13,NORTE,municipio,32,-2.974087,-57.587333,2586.85009765625,0.565
164,AM,130070,1304,CENTRAL,13006,REGIONAL PURUS,BOCA DO ACRE,1,13,NORTE,municipio,116,-8.742322,-67.391926,21951.029296875,0.588
165,AM,130080,1303,LESTE,13003,RIO MADEIRA,BORBA,1,13,NORTE,municipio,45,-4.391539,-59.58738,44251.75,0.560
166,AM,130083,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,CAAPIRANGA,1,13,NORTE,municipio,32,-3.315372,-61.220557,9456.6201171875,0.569
167,AM,130090,1304,CENTRAL,13006,REGIONAL PURUS,CANUTAMA,1,13,NORTE,municipio,55,-6.52582,-64.39528,33659.609375,0.530
168,AM,130100,1302,OESTE,13007,REGIONAL JURUA,CARAUARI,1,13,NORTE,municipio,87,-4.881605,-66.908559,25767.6796875,0.549
169,AM,130110,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",CAREIRO,1,13,NORTE,municipio,27,-3.768027,-60.369046,6091.5498046875,0.557
170,AM,130115,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",CAREIRO DA VARZEA,1,13,NORTE,municipio,25,-3.196979,-59.79639,2631.139892578125,0.568
171,AM,130120,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,COARI,1,13,NORTE,municipio,10,-4.094121,-63.144091,57921.91015625,0.586
172,AM,130130,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,CODAJAS,1,13,NORTE,municipio,47,-3.830528,-62.065787,18711.55078125,0.563
173,AM,130140,1302,OESTE,13007,REGIONAL JURUA,EIRUNEPE,1,13,NORTE,municipio,124,-6.656767,-69.86616,15011.76953125,0.563
174,AM,130150,1302,OESTE,13007,REGIONAL JURUA,ENVIRA,1,13,NORTE,municipio,135,-7.437889,-70.028143,7499.330078125,0.509
175,AM,130160,1302,OESTE,13009,ALTO SOLIMOES,FONTE BOA,1,13,NORTE,municipio,62,-2.523424,-66.094212,12110.9296875,0.530
176,AM,130165,1302,OESTE,13007,REGIONAL JURUA,GUAJARA,1,13,NORTE,municipio,0,-7.537971,-72.590713,7578.2001953125,0.532
177,AM,130170,1303,LESTE,13003,RIO MADEIRA,HUMAITA,1,13,NORTE,municipio,58,-7.511712,-63.032743,33071.8984375,0.605
178,AM,130180,1302,OESTE,13007,REGIONAL JURUA,IPIXUNA,1,13,NORTE,municipio,190,-7.047909,-71.693426,12044.6298828125,0.481
179,AM,130185,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",IRANDUBA,1,13,NORTE,municipio,60,-3.274792,-60.189953,2214.25,0.613
180,AM,130190,1303,LESTE,13004,MEDIO AMAZONAS,ITACOATIARA,1,13,NORTE,municipio,26,-3.138607,-58.444874,8892.0400390625,0.644
181,AM,130195,1302,OESTE,13007,REGIONAL JURUA,ITAMARATI,1,13,NORTE,municipio,60,-6.424591,-68.260027,25275.9296875,0.477
188,AM,130255,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",MANAQUIRI,1,13,NORTE,municipio,48,-3.440784,-60.461239,3975.77001953125,0.596
189,AM,130260,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",MANAUS,1,13,NORTE,municipio,92,-3.118662,-60.02123,11401.08984375,0.737
190,AM,130270,1303,LESTE,13003,RIO MADEIRA,MANICORE,1,13,NORTE,municipio,45,-5.804618,-61.289483,48282.5390625,0.582
191,AM,130280,1302,OESTE,13008,TRIANGULO,MARAA,1,13,NORTE,municipio,50,-1.853129,-65.572995,16910.369140625,0.498
192,AM,130290,1303,LESTE,13005,BAIXO AMAZONAS,MAUES,1,13,NORTE,municipio,25,-3.392891,-57.706731,39989.3203125,0.588
193,AM,130300,1303,LESTE,13005,BAIXO AMAZONAS,NHAMUNDA,1,13,NORTE,municipio,25,-2.207932,-56.711151,14105.58984375,0.586
194,AM,130310,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",NOVA OLINDA DO NORTE,1,13,NORTE,municipio,32,-3.900367,-59.09404,5608.56982421875,0.558
195,AM,130320,1304,CENTRAL,13002,RIO NEGRO E SOLIMOES,NOVO AIRAO,1,13,NORTE,municipio,45,-2.636371,-60.943404,37770.8203125,0.570
196,AM,130330,1303,LESTE,13003,RIO MADEIRA,NOVO ARIPUANA,1,13,NORTE,municipio,20,-5.125929,-60.373179,41187.69140625,0.554
197,AM,130340,1303,LESTE,13005,BAIXO AMAZONAS,PARINTINS,1,13,NORTE,municipio,27,-2.637412,-56.729045,5951.2001953125,0.658
198,AM,130350,1304,CENTRAL,13006,REGIONAL PURUS,PAUINI,1,13,NORTE,municipio,101,-7.713109,-66.992039,41610.05078125,0.496
199,AM,130353,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",PRESIDENTE FIGUEIREDO,1,13,NORTE,municipio,122,-2.029813,-60.02338,25422.330078125,0.647
200,AM,130356,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",RIO PRETO DA EVA,1,13,NORTE,municipio,47,-2.704497,-59.685793,5813.22998046875,0.611
201,AM,130360,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",SANTA ISABEL DO RIO NEGRO,1,13,NORTE,municipio,60,-0.410824,-65.009205,62846.41015625,0.479
202,AM,130370,1302,OESTE,13009,ALTO SOLIMOES,SANTO ANTONIO DO ICA,1,13,NORTE,municipio,91,-3.095443,-67.946279,12307.2099609375,0.490
203,AM,130380,1304,CENTRAL,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",SAO GABRIEL DA CACHOEIRA,1,13,NORTE,municipio,132,-0.11909,-67.084042,109183.4296875,0.609
204,AM,130390,1302,OESTE,13009,ALTO SOLIMOES,SAO PAULO DE OLIVENCA,1,13,NORTE,municipio,102,-3.472919,-68.964581,19745.900390625,0.521
205,AM,130395,1303,LESTE,13004,MEDIO AMAZONAS,SAO SEBASTIAO DO UATUMA,1,13,NORTE,municipio,24,-2.559147,-57.873049,10741.080078125,0.577
206,AM,130400,1303,LESTE,13004,MEDIO AMAZONAS,SILVES,1,13,NORTE,municipio,46,-2.81748,-58.248031,3748.830078125,0.632
207,AM,130406,1302,OESTE,13009,ALTO SOLIMOES,TABATINGA,1,13,NORTE,municipio,60,-4.241597,-69.938273,3224.8798828125,0.616
3931,RR,140002,1401,MACRO-RORAIMA,14001,CENTRO NORTE,AMAJARI,1,14,NORTE,municipio,100,3.645714,-61.369245,28472.330078125,0.484
3932,RR,140005,1401,MACRO-RORAIMA,14001,CENTRO NORTE,ALTO ALEGRE,1,14,NORTE,municipio,72,2.98858,-61.307167,25567.009765625,0.542
3934,RR,140015,1401,MACRO-RORAIMA,14001,CENTRO NORTE,BONFIM,1,14,NORTE,municipio,92,3.361614,-59.8333,8095.419921875,0.626
3935,RR,140017,1401,MACRO-RORAIMA,14001,CENTRO NORTE,CANTA,1,14,NORTE,municipio,100,2.60994,-60.605827,7664.830078125,0.619
3936,RR,140020,1401,MACRO-RORAIMA,14002,SUL,CARACARAI,1,14,NORTE,municipio,52,1.827659,-61.130378,47408.8984375,0.624
2823,PE,260105,2607,METROPOLITANA,26010,RECIFE,ARACOIABA,2,26,NORDESTE,municipio,160,-7.783911,-35.080897,96.37999725341797,0.592
15,PB,250000,,,,,Estado da Paraiba,2,25,NORDESTE,estado,,-7.10915,-34.85796,,
16,PE,260000,,,,,Estado de Pernambuco,2,26,NORDESTE,estado,,-8.05237,-34.87548,,
25,SE,280000,,,,,Estado de Sergipe,2,28,NORDESTE,estado,,-10.90678,-37.06972,,
5,BA,290000,,,,,Estado da Bahia,2,29,NORDESTE,estado,,-12.96938,-38.50661,,
24,SC,420000,,,,,Estado de Santa Catarina,4,42,SUL,estado,,-27.59147,-48.54299,,
4741,SE,280040,2801,MACRO UNICA,28002,ESTANCIA,ARAUA,2,28,NORDESTE,municipio,109,-11.261391,-37.620058,198.75,0.595
5621,DF,539930,5305,MACRORREGIAO DE SAUDE Nº 3,53008,REGIAO DE SAUDE LESTE,REGIAO ADMINISTRATIVA DO JARDIM BOTANICO,5,53,CENTRO-OESTE,reg.adm.,1171,-15.77463,-47.92463,,
2487,PA,150280,1512,MACRORREGIONAL I,15014,MARAJO II,CURRALINHO,1,15,NORTE,municipio,15,-1.811793,-49.795227,3617.25,0.502
5622,DF,539931,5304,MACRORREGIAO DE SAUDE Nº 2,53006,REGIAO DE SAUDE CENTRAL,REGIAO ADMINISTRATIVA DO SUDOESTE/OCTOGONAL,5,53,CENTRO-OESTE,reg.adm.,1171,-15.77463,-47.92463,,
5007,SP,351700,3518,RRAS9,35065,LINS,GETULINA,3,35,SUDESTE,municipio,487,-21.796117,-49.931205,678.4000244140625,0.717
3939,RR,140030,1401,MACRO-RORAIMA,14001,CENTRO NORTE,MUCAJAI,1,14,NORTE,municipio,70,2.439982,-60.909619,12461.2099609375,0.665
4886,SP,350650,3531,RRAS12,35023,CONSORCIOS DO DRS II,BIRIGUI,3,35,SUDESTE,municipio,406,-21.291034,-50.343162,530.030029296875,0.780
469,BA,291992,2915,LESTE - (NRS - SALVADOR),29020,SALVADOR,MADRE DE DEUS,2,29,NORDESTE,municipio,5,-12.744621,-38.615316,32.20000076293945,0.708
5373,SP,355010,3518,RRAS9,35063,POLO CUESTA,SAO MANUEL,3,35,SUDESTE,municipio,709,-22.732081,-48.572316,650.72998046875,0.744
3237,PR,410140,4105,MACRORREGIONAL NORTE,41016,"16ª RS APUCARANA",APUCARANA,4,41,SUL,municipio,820,-23.549961,-51.463486,558.3900146484375,0.748
3429,PR,411520,4106,MACRORREGIONAL NOROESTE,41015,"15ª RS MARINGA",MARINGA,4,41,SUL,municipio,596,-23.420545,-51.933298,487.04998779296875,0.808
3940,RR,140040,1401,MACRO-RORAIMA,14001,CENTRO NORTE,NORMANDIA,1,14,NORTE,municipio,100,3.885305,-59.620402,6966.81005859375,0.594
3941,RR,140045,1401,MACRO-RORAIMA,14001,CENTRO NORTE,PACARAIMA,1,14,NORTE,municipio,920,4.479895,-61.147695,8028.47998046875,0.650
3942,RR,140047,1401,MACRO-RORAIMA,14002,SUL,RORAINOPOLIS,1,14,NORTE,municipio,98,0.939956,-60.438923,33595.4609375,0.619
3943,RR,140050,1401,MACRO-RORAIMA,14002,SUL,SAO JOAO DA BALIZA,1,14,NORTE,municipio,255,0.951659,-59.913293,4284.509765625,0.655
3945,RR,140070,1401,MACRO-RORAIMA,14001,CENTRO NORTE,UIRAMUTA,1,14,NORTE,municipio,0,4.603144,-60.181464,8065.56005859375,0.453
2445,PA,150010,1512,MACRORREGIONAL I,15011,TOCANTINS,ABAETETUBA,1,15,NORTE,municipio,10,-1.721828,-48.878843,1610.4100341796875,0.628
2446,PA,150013,1509,MACRORREGIONAL IV,15003,CARAJAS,ABEL FIGUEIREDO,1,15,NORTE,municipio,0,-4.953327,-48.393285,614.27001953125,0.622
2447,PA,150020,1511,MACRORREGIONAL II,15007,METROPOLITANA II,ACARA,1,15,NORTE,municipio,25,-1.953833,-48.198513,4343.81005859375,0.506
2448,PA,150030,1512,MACRORREGIONAL I,15013,MARAJO I,AFUA,1,15,NORTE,municipio,8,-0.154874,-50.38613,8372.7998046875,0.489
2449,PA,150034,1509,MACRORREGIONAL IV,15001,ARAGUAIA,AGUA AZUL DO NORTE,1,15,NORTE,municipio,0,-6.790534,-50.479068,7113.9599609375,0.564
2450,PA,150040,1510,MACRORREGIONAL III ,15002,BAIXO AMAZONAS,ALENQUER,1,15,NORTE,municipio,52,-1.946229,-54.738355,23645.44921875,0.564
2451,PA,150050,1510,MACRORREGIONAL III ,15002,BAIXO AMAZONAS,ALMEIRIM,1,15,NORTE,municipio,65,-1.520968,-52.581573,72954.796875,0.642
2452,PA,150060,1510,MACRORREGIONAL III ,15012,XINGU,ALTAMIRA,1,15,NORTE,municipio,109,-3.204065,-52.209961,159533.265625,0.665
2453,PA,150070,1512,MACRORREGIONAL I,15014,MARAJO II,ANAJAS,1,15,NORTE,municipio,10,-0.996811,-49.9354,6921.75,0.484
2454,PA,150080,1512,MACRORREGIONAL I,15006,METROPOLITANA I,ANANINDEUA,1,15,NORTE,municipio,17,-1.363914,-48.374298,190.4499969482422,0.718
2455,PA,150085,1510,MACRORREGIONAL III ,15012,XINGU,ANAPU,1,15,NORTE,municipio,96,-3.469847,-51.200264,11895.509765625,0.548
2456,PA,150090,1511,MACRORREGIONAL II,15009,RIO CAETES,AUGUSTO CORREA,1,15,NORTE,municipio,20,-1.021634,-46.645551,1091.5400390625,0.520
2457,PA,150095,1511,MACRORREGIONAL II,15008,METROPOLITANA III,AURORA DO PARA,1,15,NORTE,municipio,50,-2.148976,-47.567712,1811.8399658203125,0.519
2458,PA,150100,1510,MACRORREGIONAL III ,15010,TAPAJOS,AVEIRO,1,15,NORTE,municipio,28,-3.608415,-55.31994,17074.05078125,0.541
2459,PA,150110,1512,MACRORREGIONAL I,15014,MARAJO II,BAGRE,1,15,NORTE,municipio,31,-1.900565,-50.19869,4397.31982421875,0.471
2460,PA,150120,1512,MACRORREGIONAL I,15011,TOCANTINS,BAIAO,1,15,NORTE,municipio,30,-2.790212,-49.669443,3758.300048828125,0.578
2461,PA,150125,1509,MACRORREGIONAL IV,15001,ARAGUAIA,BANNACH,1,15,NORTE,municipio,420,-7.347786,-50.395853,2956.64990234375,0.594
2462,PA,150130,1512,MACRORREGIONAL I,15011,TOCANTINS,BARCARENA,1,15,NORTE,municipio,15,-1.511872,-48.619529,1310.5899658203125,0.662
2464,PA,150145,1510,MACRORREGIONAL III ,15002,BAIXO AMAZONAS,BELTERRA,1,15,NORTE,municipio,152,-2.636091,-54.937392,4398.419921875,0.588
2466,PA,150157,1509,MACRORREGIONAL IV,15003,CARAJAS,BOM JESUS DO TOCANTINS,1,15,NORTE,municipio,175,-5.042402,-48.604701,2816.47998046875,0.589
2467,PA,150160,1511,MACRORREGIONAL II,15009,RIO CAETES,BONITO,1,15,NORTE,municipio,49,-1.367451,-47.306572,586.739990234375,0.546
2468,PA,150170,1511,MACRORREGIONAL II,15009,RIO CAETES,BRAGANCA,1,15,NORTE,municipio,19,-1.061263,-46.7826,2091.929931640625,0.600
2469,PA,150172,1510,MACRORREGIONAL III ,15012,XINGU,BRASIL NOVO,1,15,NORTE,municipio,0,-3.297922,-52.534021,6362.580078125,0.613
2513,PA,150442,1512,MACRORREGIONAL I,15006,METROPOLITANA I,MARITUBA,1,15,NORTE,municipio,18,-1.36002,-48.342064,103.33999633789062,0.676
2470,PA,150175,1509,MACRORREGIONAL IV,15003,CARAJAS,BREJO GRANDE DO ARAGUAIA,1,15,NORTE,municipio,110,-5.698216,-48.41025,1288.47998046875,0.591
2471,PA,150178,1509,MACRORREGIONAL IV,15004,LAGO DE TUCURUI,BREU BRANCO,1,15,NORTE,municipio,0,-3.771908,-49.573459,3941.93994140625,0.568
2472,PA,150180,1512,MACRORREGIONAL I,15014,MARAJO II,BREVES,1,15,NORTE,municipio,40,-1.68036,-50.479085,9550.509765625,0.503
2473,PA,150190,1511,MACRORREGIONAL II,15007,METROPOLITANA II,BUJARU,1,15,NORTE,municipio,10,-1.517616,-48.038063,1005.1699829101562,0.552
2475,PA,150200,1512,MACRORREGIONAL I,15013,MARAJO I,CACHOEIRA DO ARARI,1,15,NORTE,municipio,20,-1.012259,-48.95029,3100.260009765625,0.546
2476,PA,150210,1512,MACRORREGIONAL I,15011,TOCANTINS,CAMETA,1,15,NORTE,municipio,150,-2.242949,-49.497885,3081.3701171875,0.577
2477,PA,150215,1509,MACRORREGIONAL IV,15003,CARAJAS,CANAA DOS CARAJAS,1,15,NORTE,municipio,210,-6.496594,-49.877612,3146.409912109375,0.673
2812,PE,260005,2607,METROPOLITANA,26010,RECIFE,ABREU E LIMA,2,26,NORDESTE,municipio,19,-7.900719,-34.898389,126.19000244140625,0.679
2478,PA,150220,1511,MACRORREGIONAL II,15009,RIO CAETES,CAPANEMA,1,15,NORTE,municipio,24,-1.205291,-47.177778,614.6900024414062,0.655
2479,PA,150230,1511,MACRORREGIONAL II,15008,METROPOLITANA III,CAPITAO POCO,1,15,NORTE,municipio,73,-1.747847,-47.06293,2899.550048828125,0.548
2480,PA,150240,1511,MACRORREGIONAL II,15008,METROPOLITANA III,CASTANHAL,1,15,NORTE,municipio,41,-1.297971,-47.916742,1028.8900146484375,0.673
2482,PA,150260,1511,MACRORREGIONAL II,15007,METROPOLITANA II,COLARES,1,15,NORTE,municipio,15,-0.936423,-48.280254,609.7899780273438,0.602
2483,PA,150270,1509,MACRORREGIONAL IV,15001,ARAGUAIA,CONCEICAO DO ARAGUAIA,1,15,NORTE,municipio,165,-8.261356,-49.268913,5829.47998046875,0.640
2484,PA,150275,1511,MACRORREGIONAL II,15007,METROPOLITANA II,CONCORDIA DO PARA,1,15,NORTE,municipio,440,-1.992375,-47.942204,690.9500122070312,0.566
2485,PA,150276,1509,MACRORREGIONAL IV,15001,ARAGUAIA,CUMARU DO NORTE,1,15,NORTE,municipio,299,-7.810968,-50.769772,17085.0,0.550
2486,PA,150277,1509,MACRORREGIONAL IV,15003,CARAJAS,CURIONOPOLIS,1,15,NORTE,municipio,180,-6.099654,-49.606795,2369.10009765625,0.636
2488,PA,150285,1510,MACRORREGIONAL III ,15002,BAIXO AMAZONAS,CURUA,1,15,NORTE,municipio,0,-1.887754,-55.116842,1431.1600341796875,0.578
